0,0,0,1001100011010100110111101010111010000011100111100101101111001110
1,1,0,1100001111111101110001011000010001011011100110100010000100110010
2,2,0,1100111110110111110100011100111001111011000111010001010101111011
3,3,0,0101111011111010101100101110111000000110010000101010011001111011
4,4,0,1100101101000000111111101000010111101110011111100110001110101001
5,5,0,1100111011000011100010000110100100100111011110000100110101011011
6,6,0,1100111001011000010011110101100110110101000000001011001000110010
7,7,0,1011010010100001010100100010111001100001101000110101111101101000
8,8,0,1111011010010111111110001110101101110000100010000010101000000001
9,9,0,0111101100000101111011000110010001011001110110110111101100110101
10,10,0,0011100001101110011100101010101000111010101001101010101010001100
11,11,0,1001101110100100110100111111001110101111111011111100100100001001
12,12,0,1011010000010100111101001010010001111001001111001100011100101101
13,13,0,1011100111010000010111001000000111011100100000011111110110100110
14,14,0,0011010110110000111000110001000111011010101100011011100110001011
15,15,0,1000010000000001100011001010101001110100000110110101011011011001
16,16,0,1100010111000000101011011110111010101101010001101111101011111000
17,17,0,0000010010111101111011101001001000110000111101100110110000111000
18,18,0,1010001100000010001001100011001111001000010000100010110011111100
19,19,0,0111011000000110110111000111111100100010101001110001011000110110
20,20,0,0001110001110101101001100100111100100001100010001111110101111000
21,21,0,0101111101001011101001110011110001010011100111000001100101101000
22,22,0,1110110110000001110100001101010100100110101100110001100001110011
23,23,0,1100110110001100010110001110101111111011100110111001011010001101
24,24,0,1010001100011100100110011010111100111111101100000101000011000100
25,25,0,0001100001010010010110101000101010011101010100001110101111001000
26,26,0,1101110000100010101101010110000111111110001010011011001000100101
27,27,0,0000111011011100011100100110010100110100010011000010010010101000
28,28,0,0000011111001110011010110011101000001001111100110101000100101010
29,29,0,0110000111110010001010110100111110011010011000111000100111010010
30,30,0,0101011111001001010100111100101101111011111010100000000110101110
31,31,0,0110111010001000000010110011100001001011010101111111010011110101
32,32,0,0100011100001000101101011001001010100110101010110100001001110110
33,33,0,1111011111100001100010011001010100010100010100100001100001110100
34,34,0,0111010001010111111010111000010110101101111101011001000000000011
35,35,0,0010111001011100110010001010111001010101111101001010000110110011
36,36,0,1101101000111001001001110000010000100011011110111100100001010101
37,37,0,0111110110001011101000011101111100001011011101110111111000110100
38,38,0,1010010000100101110101110010110011100110100111000110010010101001
39,39,0,1011011001110010110000111000111000010001111101110000111011111101
40,40,0,1111111000010000101111000100000011110110111111001100110101111100
41,41,0,0011101100111110100100111111010110001000000001011011001010010111
42,42,0,0101001011000101100101010101001011100101000101000001111001000011
43,43,0,1011111000100010110111101000111001000011001101110000000101101100
44,44,0,0010101011010010100100110000011100111000101010011101010001110011
45,45,0,0011110000111011001010000011110110101100010100001011001011010110
46,46,0,1111101000011000000011100110000011001011111011110111011010011000
47,47,0,1011000101010001101011111001110001111011100010000001000110111110
48,48,0,1001011010001001101100000011000001010101000110001111000011010001
49,49,0,0011000100110100000111000000001010110111001000000011011011011001
50,50,0,1000100101000001001100111110111100100010011111001001001011000001
51,51,0,1110000010001000000110100001101100001011001000011010101110011010
52,52,0,0011001110110011100001011011010001101110101010000011111111100000
53,53,0,1110011100011011011100001010000001111100011000001000110010100100
54,54,0,0100110011100110010110011011100101011110011001011001100001101010
55,55,0,0001111011100010010110110001011110011101100010000111111000101000
56,56,0,1011111100110101101100111100101000101000001111100110001110110110
57,57,0,0000111000011110110001111100100010110000001110101100001100110010
58,58,0,1011000000001001111011001100010000100101010001010001110100001011
59,59,0,0101001000101111101001100111111101111101011101001000100101010010
60,60,0,1111011000111111110001111110111010110101101101101000011100101101
61,61,0,0001010111100001001101001100111110011110010000011011110010011000
62,62,0,1001011100101010010110001001110000110001000100010100011111100100
63,63,0,1010000000110010001000111010111001000100110100000000001001010100
64,64,0,0000111001101100001110111001001001010101101101010100100010001001
65,65,0,1111111100010111001001100001110001010000000010101001011001110000
66,66,0,0000100011111010101101100110000001011101111100111111100100010111
67,67,0,0111000110100111000101001100001111001011110001001011111000011001
68,68,0,0000001000110010100010111011111101111010011101010111001001110001
69,69,0,0110100000011101011101110011101110100001011001000011111101110111
70,70,0,1101010011001111111100100001110000111000110101101001001101110101
71,71,0,0001110111000110111110000110000001001010111010011111000010111111
72,72,0,0101100101101110000000100000111111011011110011011011100011101001
73,73,0,0101101110111001011000100001010100110010011010100001101110010101
74,74,0,0001101011001000111010111100000010111001110100001101010100010101
75,75,0,1000100000100001111110111001011011100011111100011101001011001110
76,76,0,0011100110101101011001010001110001110011111110011110101000110000
77,77,0,0100100110001000001101000011100000101111110010110100000111001000
78,78,0,0111010000110110101010001101111000110111011111100010011100010001
79,79,0,1010001001110111010110110111011111110001110100010000011100011010
80,80,0,0111000011000010111011110110100110101000010010000101000101010101
81,81,0,1010011010111000001100111100010011000010011100101101001000011000
82,82,0,0101000100110110001011011101000001011101101111010011100110011001
83,83,0,1100011111000111000011001000111011111110001001110100110010101101
84,84,0,1000101010101010011011100000011110010010101101110001100111111011
85,85,0,1101000001111001110110011011101011111110111101100010111000111110
86,86,0,1011100110101001010111110001000111011111011110100100001101101100
87,87,0,1110000001010110101001100111101101101111111001100101100101000011
88,88,0,1111111001001010111001111100000011100010110011001100111010011101
